start_time,end_time,state
0.0,0.2003338898163606,S1
0.22036727879799667,0.8614357262103506,systole
0.8814691151919867,0.9415692821368948,S2
0.9616026711185308,1.3823038397328882,diastole
1.4023372287145242,1.5025041736227045,S1
1.5225375626043405,1.6427378964941568,systole
1.662771285475793,1.7228714524207012,S2
1.7429048414023371,1.8831385642737897,diastole
1.9031719532554257,2.003338898163606,S1
2.023372287145242,2.383973288814691,systole
2.4040066777963274,2.4641068447412353,S2
2.4841402337228713,2.8848080133555927,diastole
2.9048414023372287,3.005008347245409,S1
3.025041736227045,3.1452420701168613,systole
3.1652754590984973,3.2253756260434057,S2
3.2454090150250416,3.4056761268781304,diastole
3.4257095158597664,3.5258764607679467,S1
3.5459098497495827,3.666110183639399,systole
3.686143572621035,3.7462437395659434,S2
3.7662771285475793,3.9465776293823036,diastole
3.96661101836394,4.06677796327212,S1
4.086811352253756,4.207011686143573,systole
4.227045075125209,4.287145242070117,S2
4.307178631051753,4.447412353923205,diastole
4.467445742904841,4.567612687813021,S1
4.587646076794658,4.707846410684474,systole
4.72787979966611,4.787979966611018,S2
4.808013355592655,4.948247078464107,diastole
4.968280467445743,5.068447412353923,S1
5.088480801335559,5.509181969949917,systole
5.529215358931553,5.589315525876461,S2
5.609348914858097,5.749582637729549,diastole
5.769616026711185,5.869782971619365,S1
5.889816360601001,6.05008347245409,systole
6.070116861435726,6.130217028380634,S2
6.150250417362271,6.270450751252087,diastole
6.290484140233723,6.390651085141903,S1
6.410684474123539,7.091819699499165,systole
7.111853088480801,7.171953255425709,S2
7.191986644407345,7.592654424040067,diastole
7.612687813021703,7.712854757929883,S1
7.732888146911519,7.853088480801335,systole
7.873121869782971,7.93322203672788,S2
7.953255425709516,8.093489148580968,diastole
8.113522537562604,8.213689482470784,S1
8.23372287145242,8.634390651085141,systole
8.654424040066777,8.714524207011687,S2
8.734557595993323,8.874791318864775,diastole
8.89482470784641,8.99499165275459,S1
9.015025041736227,9.15525876460768,systole
9.175292153589316,9.235392320534224,S2
9.25542570951586,12.0,diastole
