start_time,end_time,state
0.0,0.14023372287145242,S1
0.16026711185308848,0.3806343906510851,systole
0.4006677796327212,0.4607679465776294,S2
0.4808013355592654,0.66110183639399,diastole
0.681135225375626,0.7813021702838063,S1
0.8013355592654424,1.021702838063439,systole
1.0417362270450752,1.1018363939899833,S2
1.1218697829716193,1.7028380634390652,diastole
1.7228714524207012,1.8230383973288815,S1
1.8430717863105175,2.0834724540901504,systole
2.1035058430717863,2.1636060100166943,S2
2.1836393989983307,2.383973288814691,diastole
2.4040066777963274,2.5041736227045073,S1
2.5242070116861437,2.7445742904841404,systole
2.7646076794657763,2.8247078464106843,S2
2.8447412353923207,3.045075125208681,diastole
3.065108514190317,3.1652754590984973,S1
3.1853088480801337,3.385642737896494,systole
3.4056761268781304,3.4657762938230383,S2
3.4858096828046743,3.706176961602671,diastole
3.726210350584307,3.8263772954924873,S1
3.8464106844741233,3.9465776293823036,systole
3.96661101836394,4.026711185308848,S2
4.046744574290484,12.0,diastole
