start_time,end_time,state
0.0,0.1001669449081803,S1
0.12020033388981635,0.7412353923205343,systole
0.7612687813021702,0.8213689482470784,S2
0.8414023372287145,1.1819699499165275,diastole
1.2020033388981637,1.3021702838063438,S1
1.32220367278798,1.5425709515859767,systole
1.5626043405676127,1.6227045075125208,S2
1.6427378964941568,2.0634390651085144,diastole
2.0834724540901504,2.1836393989983307,S1
2.2036727879799667,2.383973288814691,systole
2.4040066777963274,2.4641068447412353,S2
2.4841402337228713,3.1252086811352253,diastole
3.1452420701168613,3.2454090150250416,S1
3.2654424040066776,3.5459098497495827,systole
3.5659432387312187,3.626043405676127,S2
3.646076794657763,3.9265442404006676,diastole
3.9465776293823036,4.046744574290484,S1
4.06677796327212,4.427378964941569,systole
4.447412353923205,4.507512520868113,S2
4.527545909849749,4.72787979966611,diastole
4.747913188647746,4.848080133555927,S1
4.868113522537563,5.609348914858097,systole
5.629382303839733,5.689482470784641,S2
5.709515859766277,5.909849749582638,diastole
5.929883138564274,6.030050083472454,S1
6.05008347245409,6.3505843071786305,systole
6.370617696160267,6.430717863105175,S2
6.450751252086811,6.771285475792988,diastole
6.791318864774624,6.891485809682805,S1
6.911519198664441,7.111853088480801,systole
7.131886477462437,7.191986644407345,S2
7.212020033388981,7.93322203672788,diastole
7.953255425709516,8.053422370617696,S1
8.073455759599332,8.273789649415694,systole
8.29382303839733,8.353923205342237,S2
8.373956594323873,8.734557595993323,diastole
8.754590984974959,8.854757929883139,S1
8.874791318864775,9.5559265442404,systole
9.575959933222036,9.636060100166945,S2
9.656093489148581,10.337228714524207,diastole
10.357262103505843,10.457429048414022,S1
10.477462437395658,11.158597662771285,systole
11.178631051752921,11.23873121869783,S2
11.258764607679465,12.0,diastole
