start_time,end_time,state
0.0,4.227045075125209,S1
4.247078464106845,4.267111853088481,systole
4.287145242070117,4.3472454090150245,S2
4.367278797996661,4.447412353923205,diastole
4.467445742904841,4.567612687813021,S1
4.587646076794658,5.088480801335559,systole
5.108514190317195,5.168614357262103,S2
5.188647746243739,5.268781302170284,diastole
5.28881469115192,5.3889816360601,S1
5.409015025041736,5.509181969949917,systole
5.529215358931553,5.589315525876461,S2
5.609348914858097,5.869782971619365,diastole
5.889816360601001,5.989983305509182,S1
6.010016694490818,6.430717863105175,systole
6.450751252086811,6.510851419031719,S2
6.530884808013355,12.0,diastole
