start_time,end_time,state
0.0,0.060100166944908176,S1
0.08013355592654424,0.08013355592654424,systole
0.1001669449081803,0.16026711185308848,S2
0.18030050083472454,0.22036727879799667,diastole
0.2404006677796327,0.340567612687813,S1
0.3606010016694491,0.4607679465776294,systole
0.4808013355592654,0.5409015025041736,S2
0.5609348914858097,0.6210350584307178,diastole
0.6410684474123539,0.7412353923205343,S1
0.7612687813021702,0.7612687813021702,systole
0.7813021702838063,0.8414023372287145,S2
0.8614357262103506,1.1018363939899833,diastole
1.1218697829716193,1.2220367278797997,S1
1.2420701168614356,1.32220367278798,systole
1.342237061769616,1.4023372287145242,S2
1.4223706176961604,1.4223706176961604,diastole
1.4424040066777963,1.5425709515859767,S1
1.5626043405676127,2.1636060100166943,systole
2.1836393989983307,2.2437395659432386,S2
2.2637729549248746,3.365609348914858,diastole
3.385642737896494,3.4858096828046743,S1
3.5058430717863103,3.9465776293823036,systole
3.96661101836394,4.026711185308848,S2
4.046744574290484,4.046744574290484,diastole
4.06677796327212,4.166944908180301,S1
4.186978297161937,4.647746243739566,systole
4.667779632721202,4.72787979966611,S2
4.747913188647746,4.848080133555927,S1
4.868113522537563,4.928213689482471,S2
4.948247078464107,6.130217028380634,diastole
6.150250417362271,6.250417362270451,S1
6.270450751252087,6.951585976627713,systole
6.971619365609349,7.031719532554257,S2
7.051752921535893,7.171953255425709,diastole
7.191986644407345,7.292153589315526,S1
7.312186978297162,7.37228714524207,S2
7.392320534223706,12.0,diastole
