start_time,end_time,state
0.0,0.16026711185308848,S1
0.18030050083472454,0.340567612687813,systole
0.3606010016694491,0.42070116861435725,S2
0.44073455759599334,0.6210350584307178,diastole
0.6410684474123539,0.7412353923205343,S1
0.7612687813021702,0.8814691151919867,systole
0.9015025041736227,0.9616026711185308,S2
0.9816360601001669,1.2020033388981637,diastole
1.2220367278797997,1.32220367278798,S1
1.342237061769616,1.4824707846410685,systole
1.5025041736227045,1.5626043405676127,S2
1.5826377295492486,12.0,diastole
