start_time,end_time,state
0.0,0.08013355592654424,S1
0.1001669449081803,0.22036727879799667,systole
0.2404006677796327,0.3005008347245409,S2
0.32053422370617696,0.5208681135225376,diastole
0.5409015025041736,0.6410684474123539,S1
0.66110183639399,1.342237061769616,systole
1.362270450751252,1.4223706176961604,S2
1.4424040066777963,2.1636060100166943,diastole
2.1836393989983307,2.2838063439065106,S1
2.303839732888147,2.64440734557596,systole
2.664440734557596,2.724540901502504,S2
2.7445742904841404,3.1252086811352253,diastole
3.1452420701168613,3.2454090150250416,S1
3.2654424040066776,3.7662771285475793,systole
3.7863105175292153,3.8464106844741233,S2
3.8664440734557597,4.527545909849749,diastole
4.547579298831385,4.647746243739566,S1
4.667779632721202,5.3889816360601,systole
5.409015025041736,5.469115191986645,S2
5.489148580968281,5.989983305509182,diastole
6.010016694490818,6.110183639398998,S1
6.130217028380634,6.330550918196995,systole
6.3505843071786305,6.410684474123539,S2
6.430717863105175,6.891485809682805,diastole
6.911519198664441,7.0116861435726205,S1
7.031719532554257,7.292153589315526,systole
7.312186978297162,7.37228714524207,S2
7.392320534223706,8.053422370617696,diastole
8.073455759599332,8.173622704507512,S1
8.193656093489148,8.654424040066777,systole
8.674457429048413,8.734557595993323,S2
8.754590984974959,8.874791318864775,diastole
8.89482470784641,8.99499165275459,S1
9.015025041736227,12.0,systole
