start_time,end_time,state
0.0,0.060100166944908176,S1
0.08013355592654424,0.18030050083472454,systole
0.2003338898163606,0.2604340567612688,S2
0.28046744574290483,0.44073455759599334,diastole
0.4607679465776294,0.5609348914858097,S1
0.5809682804674458,0.8213689482470784,systole
0.8414023372287145,0.9015025041736227,S2
0.9215358931552587,1.1018363939899833,diastole
1.1218697829716193,1.2220367278797997,S1
1.2420701168614356,1.5025041736227045,systole
1.5225375626043405,1.5826377295492486,S2
1.6026711185308848,1.7829716193656093,diastole
1.8030050083472453,1.9031719532554257,S1
1.9232053422370616,12.0,systole
