start_time,end_time,state
0.0,0.14023372287145242,S1
0.16026711185308848,0.28046744574290483,systole
0.3005008347245409,0.3606010016694491,S2
0.3806343906510851,0.5809682804674458,diastole
0.6010016694490818,0.7011686143572621,S1
0.7212020033388982,0.8414023372287145,systole
0.8614357262103506,0.9215358931552587,S2
0.9415692821368948,1.2220367278797997,diastole
1.2420701168614356,1.342237061769616,S1
1.362270450751252,1.7829716193656093,systole
1.8030050083472453,1.8631051752921535,S2
1.8831385642737897,2.003338898163606,diastole
2.023372287145242,2.1235392320534223,S1
2.1435726210350583,2.323873121869783,systole
2.343906510851419,2.4040066777963274,S2
2.4240400667779634,2.5442404006677797,diastole
2.5642737896494157,2.664440734557596,S1
2.684474123539232,2.8848080133555927,systole
2.9048414023372287,2.964941569282137,S2
2.984974958263773,3.1252086811352253,diastole
3.1452420701168613,3.2454090150250416,S1
3.2654424040066776,12.0,systole
