start_time,end_time,state
0.0,0.060100166944908176,S1
0.08013355592654424,0.16026711185308848,systole
0.18030050083472454,0.2404006677796327,S2
0.2604340567612688,0.8814691151919867,diastole
0.9015025041736227,1.001669449081803,S1
1.021702838063439,1.2821368948247078,systole
1.3021702838063438,1.362270450751252,S2
1.3823038397328882,1.5626043405676127,diastole
1.5826377295492486,1.682804674457429,S1
1.7028380634390652,2.303839732888147,systole
2.323873121869783,2.383973288814691,S2
2.4040066777963274,2.6043405676126876,diastole
2.624373956594324,2.724540901502504,S1
2.7445742904841404,2.9449081803005006,systole
2.964941569282137,3.025041736227045,S2
3.045075125208681,3.2454090150250416,diastole
3.2654424040066776,3.365609348914858,S1
3.385642737896494,3.666110183639399,systole
3.686143572621035,3.7462437395659434,S2
3.7662771285475793,3.9465776293823036,diastole
3.96661101836394,4.06677796327212,S1
4.086811352253756,4.407345575959933,systole
4.427378964941569,4.487479131886477,S2
4.507512520868113,4.868113522537563,diastole
4.888146911519199,4.988313856427379,S1
5.0083472454090145,5.609348914858097,systole
5.629382303839733,5.689482470784641,S2
5.709515859766277,12.0,diastole
